Datetime_utc_end	WD_BJE	WS_BJE	RH_BJE	P_BJE	PREC_BJE	T_BJE
27/09/2022 16:00:00	229	1.9	59	929.4	0	17.5
27/09/2022 17:00:00	224	1.5	56	929.6	0	17.3
27/09/2022 18:00:00	286	1.2	65	929.9	0	15.4
27/09/2022 19:00:00	57	1.5	67	930	0	14.6
27/09/2022 20:00:00	301	1.2	66	930.6	0	14.9
27/09/2022 21:00:00	313	1.8	67	930.8	0	14.7
27/09/2022 22:00:00	300	1.2	68	930.9	0	14.2
27/09/2022 23:00:00	81	1.4	62	930.8	0	13.7
28/09/2022 00:00:00	25	1.1	66	930.7	0	13.1
28/09/2022 01:00:00	70	1.1	71	930.6	0	12.4
28/09/2022 02:00:00	100	1.4	77	930.2	0	11.1
28/09/2022 03:00:00	102	3	76	930.1	0	11.6
28/09/2022 04:00:00	95	1.5	92	930.4	5.5	10.4
28/09/2022 05:00:00	99	1.8	94	930.4	1	10.4
28/09/2022 06:00:00	301	1	98	930.9	2	10.5
28/09/2022 07:00:00	253	0.6	100	931.5	2.9	10.6
28/09/2022 08:00:00	248	0.5	100	931.6	0.5	10.9
28/09/2022 09:00:00	165	0.8	96	931.4	0.2	12.6
28/09/2022 10:00:00	286	1	80	931.2	0	15.8
28/09/2022 11:00:00	264	1.3	66	930.8	0	18.4
28/09/2022 12:00:00	283	1.4	65	930.5	0	18.7
28/09/2022 13:00:00	309	1.1	62	930.3	0	19
28/09/2022 14:00:00	10	1.5	52	929.9	0	20.8
28/09/2022 15:00:00	304	1.9	46	930.1	0	22.1
28/09/2022 16:00:00	209	1.6	50	930.1	0	19.5
28/09/2022 17:00:00	190	2.6	53	930.7	0	18.4
28/09/2022 18:00:00	211	2.1	55	930.9	0	17.3
28/09/2022 19:00:00	172	2.3	52	930.7	0	16.6
28/09/2022 20:00:00	171	3.9	55	930.9	0	16.7
28/09/2022 21:00:00	188	3.1	60	931	0	16.7
28/09/2022 22:00:00	192	3.5	59	930.9	0	16.9
28/09/2022 23:00:00	178	3.2	60	930.9	0	16.6
29/09/2022 00:00:00	195	2.7	62	930.7	0	16.6
29/09/2022 01:00:00	261	2	66	930.7	0	16.2
29/09/2022 02:00:00	286	1.7	72	930.5	0	15.4
29/09/2022 03:00:00	313	1.9	79	930.6	0.8	15.1
29/09/2022 04:00:00	321	1.5	91	930.8	2.9	13.8
29/09/2022 05:00:00	93	1.2	96	930.8	2	13.3
29/09/2022 06:00:00	111	1.2	99	930.7	0.5	13.2
29/09/2022 07:00:00	96	1.5	92	931.1	0.2	13.8
29/09/2022 08:00:00	65	1.1	82	931.5	0	15.8
29/09/2022 09:00:00	266	1	67	931.7	0	17.7
29/09/2022 10:00:00	283	1.1	60	931.7	0	19.9
29/09/2022 11:00:00	195	2.5	53	932.1	0	21.2
29/09/2022 12:00:00	186	3.5	52	932.4	0	20.2
29/09/2022 13:00:00	262	2.3	59	932.2	0	19.7
29/09/2022 14:00:00	315	2.3	50	932.3	0	21.1
29/09/2022 15:00:00	226	2.7	43	932.2	0	22.5
29/09/2022 16:00:00	180	3.3	51	932.7	0	20.3
29/09/2022 17:00:00	190	2.9	52	932.9	0	19.2
29/09/2022 18:00:00	178	2.6	56	933.6	0	17.7
29/09/2022 19:00:00	175	2.1	58	934.1	0	17.1
29/09/2022 20:00:00	266	1.4	57	934.4	0	17
29/09/2022 21:00:00	68	1.4	65	934.6	0	15.3
29/09/2022 22:00:00	104	1.4	74	935.2	0.4	15.2
29/09/2022 23:00:00	347	2.5	88	935.5	3.6	13.2
30/09/2022 00:00:00	111	3.3	93	934.7	0	13.1
30/09/2022 01:00:00	105	3.8	82	934.1	0	14.3
30/09/2022 02:00:00	119	3.1	86	934.3	0.6	13.7
30/09/2022 03:00:00	115	2.4	89	933.7	0.7	14.1
30/09/2022 04:00:00	107	2.3	85	934.3	0.3	14.5
30/09/2022 05:00:00	87	1.5	80	934.8	0	15.1
30/09/2022 06:00:00	333	1.8	90	935.3	0	14.1
30/09/2022 07:00:00	44	1.2	93	936.5	0	14.3
30/09/2022 08:00:00	11	1	71	937.1	0	17
30/09/2022 09:00:00	257	1.4	54	938	0	21.3
30/09/2022 10:00:00	223	2.3	50	939.1	0	21.2
30/09/2022 11:00:00	219	1.2	55	939.8	0	20.4
30/09/2022 12:00:00	243	1.5	55	940.1	0	20
30/09/2022 13:00:00	278	1.1	55	940.3	0	20.6
30/09/2022 14:00:00	235	1.6	49	940.5	0	21.5
30/09/2022 15:00:00	211	2.5	49	941	0	20.4
30/09/2022 16:00:00	237	1.7	50	941.5	0	20.5
30/09/2022 17:00:00	197	2.2	49	942	0	20
30/09/2022 18:00:00	224	1.3	54	942.3	0	18.5
30/09/2022 19:00:00	204	1	60	942.9	0	17.3
30/09/2022 20:00:00	77	1.4	61	943	0	16.5
30/09/2022 21:00:00	106	1.7	68	942.9	0	14.8
30/09/2022 22:00:00	94	1.6	64	943.4	0	15.8
30/09/2022 23:00:00	94	2.3	63	943.2	0	17.1
01/10/2022 00:00:00	96	1.8	66	943.2	0	16.1
01/10/2022 01:00:00	134	2.2	62	943.3	0	16.7
01/10/2022 02:00:00	129	2	60	943	0	16.7
01/10/2022 03:00:00	149	1.9	58	943	0	17.4
01/10/2022 04:00:00	95	1.6	63	942.6	0	16.4
01/10/2022 05:00:00	104	2.1	63	942.3	0	16.8
01/10/2022 06:00:00	102	2.3	61	942.1	0	17.7
01/10/2022 07:00:00	140	2.5	60	942.7	0	19.3
01/10/2022 08:00:00	195	2.3	61	942.7	0	19.9
01/10/2022 09:00:00	193	2.9	59	943.4	0	20.6
01/10/2022 10:00:00	185	3.2	53	943.1	0	22
01/10/2022 11:00:00	190	2.9	47	942.3	0	23.7
01/10/2022 12:00:00	193	2.9	46	941.6	0	23.7
01/10/2022 13:00:00	191	3.8	44	940.8	0	24.5
01/10/2022 14:00:00	206	3.3	45	940.5	0	23.2
01/10/2022 15:00:00	212	2.7	49	940.2	0	22.2
01/10/2022 16:00:00	33	2	78	940.3	2.9	18.6
01/10/2022 17:00:00	8	1.4	81	940.4	0	18
01/10/2022 18:00:00	322	3.3	80	942.6	4.6	14.1
01/10/2022 19:00:00	107	2.9	93	941.7	3	12.9
01/10/2022 20:00:00	18	1.6	92	942.2	0	13.2
01/10/2022 21:00:00	98	0.6	92	942.6	0	12.6
01/10/2022 22:00:00	104	1.1	94	943	0	11.5
01/10/2022 23:00:00	129	0.7	95	943.2	0	10.9
02/10/2022 00:00:00	220	0.6	98	943.9	0	10.4
02/10/2022 01:00:00	147	0.6	100	944.5	0	9.8
02/10/2022 02:00:00	239	0.4	100	945.3	0	10
02/10/2022 03:00:00	122	0.8	100	945.6	0	9.6
02/10/2022 04:00:00	117	1	100	946.4	0	9.6
02/10/2022 05:00:00	114	1.6	100	947	0	9.2
02/10/2022 06:00:00	117	1.5	100	947.3	0	9.2
02/10/2022 07:00:00	125	1	96	947.8	0	9.7
02/10/2022 08:00:00	132	0.9	91	948.3	0	11.2
02/10/2022 09:00:00	161	1.2	73	948.5	0	14.4
02/10/2022 10:00:00	287	1.3	72	948.7	0	15.2
02/10/2022 11:00:00	277	1.2	61	948.1	0	17.6
02/10/2022 12:00:00	246	1.3	54	947	0	19.9
02/10/2022 13:00:00	264	1.6	45	946.4	0	20.4
02/10/2022 14:00:00	273	1.7	40	945.9	0	21.3
02/10/2022 15:00:00	298	1.3	32	945.1	0	22.2
02/10/2022 16:00:00	325	1.2	32	944.6	0	22.7
02/10/2022 17:00:00	181	1	47	944.1	0	18.5
02/10/2022 18:00:00	129	1.6	64	944.4	0	15
02/10/2022 19:00:00	123	1.3	72	944.7	0	13.1
02/10/2022 20:00:00	117	1.7	76	944.1	0	11.9
02/10/2022 21:00:00	129	1.3	79	943.6	0	11.5
02/10/2022 22:00:00	131	0.9	81	943.5	0	11.1
02/10/2022 23:00:00	132	1.1	85	943.6	0	10.4
03/10/2022 00:00:00	141	0.9	87	943.8	0	9.9
03/10/2022 01:00:00	162	1	90	943.9	0	9.5
03/10/2022 02:00:00	124	0.7	87	943.6	0	9.9
03/10/2022 03:00:00	123	0.8	86	943.1	0	10.5
03/10/2022 04:00:00	172	0.7	82	943.4	0	10.9
03/10/2022 05:00:00	92	0.5	83	943.7	0	10.9
03/10/2022 06:00:00	112	0.4	88	944.1	1.9	10.8
03/10/2022 07:00:00	198	0.5	93	945.4	0.4	10.8
03/10/2022 08:00:00	244	0.9	96	946.6	0.4	10.9
03/10/2022 09:00:00	285	0.8	92	946.8	0	12.1
03/10/2022 10:00:00	210	0.9	71	947	0	14.4
03/10/2022 11:00:00	300	1.4	59	946.8	0	14.9
03/10/2022 12:00:00	326	2.5	50	946.3	0	16.2
03/10/2022 13:00:00	33	2.5	50	946.6	0	15.7
03/10/2022 14:00:00	42	3	48	946.3	0	16
03/10/2022 15:00:00	341	2.9	42	946.1	0	16.3
03/10/2022 16:00:00	357	2.7	54	946.1	0	14.7
03/10/2022 17:00:00	100	3.2	61	946.5	0	12.7
03/10/2022 18:00:00	93	2.2	64	946.9	0	12
03/10/2022 19:00:00	75	1.4	71	947.2	0	10.6
03/10/2022 20:00:00	102	1.5	77	947.9	0	9.1
03/10/2022 21:00:00	111	1.4	80	947.9	0	8.4
03/10/2022 22:00:00	125	1	83	948.3	0	7.8
03/10/2022 23:00:00	114	0.8	83	948.5	0	7.8
04/10/2022 00:00:00	234	0.8	86	948.6	0	7.5
04/10/2022 01:00:00	122	0.6	88	948.8	0	6.7
04/10/2022 02:00:00	92	0.8	92	948.6	0	6
04/10/2022 03:00:00	89	0.7	93	948.6	0	5.5
04/10/2022 04:00:00	99	0.9	94	948.7	0	5.7
04/10/2022 05:00:00	281	0.6	92	948.8	0	5.2
04/10/2022 06:00:00	106	0.6	94	948.7	0	5.4
04/10/2022 07:00:00	238	0.7	94	949.3	0	6.1
04/10/2022 08:00:00	240	0.8	82	949.5	0	8.4
04/10/2022 09:00:00	140	0.4	72	949.7	0	9.6
04/10/2022 10:00:00	312	0.9	69	949.7	0	11.1
04/10/2022 11:00:00	298	1.2	66	949.7	0	11.5
04/10/2022 12:00:00	263	1	59	949.7	0	13.5
04/10/2022 13:00:00	228	1.1	58	949.5	0	13.3
04/10/2022 14:00:00	293	1	59	949.3	0	13.6
04/10/2022 15:00:00	258	1.2	46	949.1	0	16.7
04/10/2022 16:00:00	277	1.4	46	949.2	0	15.8
04/10/2022 17:00:00	60	1.3	48	949.6	0	13.7
04/10/2022 18:00:00	70	2.3	62	950.1	0	11.9
04/10/2022 19:00:00	98	1.9	69	950.8	0	10.5
04/10/2022 20:00:00	125	1.5	68	951.1	0	10.4
04/10/2022 21:00:00	142	0.9	70	951.5	0	9.8
04/10/2022 22:00:00	121	1.4	76	951.8	0	9.3
04/10/2022 23:00:00	102	1.2	80	952.3	0	8.1
05/10/2022 00:00:00	101	1.2	84	952.6	0	7
05/10/2022 01:00:00	109	2.1	85	952.8	0	6.1
05/10/2022 02:00:00	102	2	87	952.9	0	5.7
05/10/2022 03:00:00	106	2.1	87	953.2	0	5.5
05/10/2022 04:00:00	100	2.3	88	953.6	0	4.8
05/10/2022 05:00:00	113	2.8	89	953.3	0	4.4
05/10/2022 06:00:00	111	2.3	90	953.9	0	3.7
05/10/2022 07:00:00	112	2.7	87	954.4	0	4.8
05/10/2022 08:00:00	116	1.6	75	954.7	0	8
05/10/2022 09:00:00	146	0.8	65	954.5	0	11.4
05/10/2022 10:00:00	247	1.3	60	954.4	0	13
05/10/2022 11:00:00	257	1.2	53	954.2	0	14.9
05/10/2022 12:00:00	292	1.6	49	953.7	0	16.3
05/10/2022 13:00:00	290	1.5	46	953.1	0	18
05/10/2022 14:00:00	297	1.6	41	952.8	0	18.9
05/10/2022 15:00:00	305	1.8	39	952.7	0	19.1
05/10/2022 16:00:00	286	1.8	40	952.5	0	19.2
05/10/2022 17:00:00	280	1.1	52	952.8	0	16.2
05/10/2022 18:00:00	127	2	66	953.2	0	12.9
05/10/2022 19:00:00	127	2.5	69	953.3	0	11.1
05/10/2022 20:00:00	114	3.3	70	953.5	0	10.4
05/10/2022 21:00:00	106	4.5	71	954	0	9.7
05/10/2022 22:00:00	100	3.5	75	954.4	0	8.7
05/10/2022 23:00:00	104	3.4	77	954.2	0	8.1
06/10/2022 00:00:00	105	4.5	76	954.4	0	7.6
06/10/2022 01:00:00	96	3.9	78	954.2	0	7.1
06/10/2022 02:00:00	102	3.8	80	954.1	0	6.2
06/10/2022 03:00:00	101	4	80	953.7	0	6
06/10/2022 04:00:00	102	2.7	80	953.9	0	5.7
06/10/2022 05:00:00	105	3	82	953.9	0	5.3
06/10/2022 06:00:00	112	3.4	79	954.1	0	5.3
06/10/2022 07:00:00	122	3.6	77	954.3	0	5.7
06/10/2022 08:00:00	110	1.3	68	954.6	0	9.1
06/10/2022 09:00:00	227	0.9	63	954.7	0	11.3
06/10/2022 10:00:00	237	1.1	50	954.9	0	14.1
06/10/2022 11:00:00	261	1	43	954.5	0	16.3
06/10/2022 12:00:00	263	1.1	41	954.1	0	18.2
06/10/2022 13:00:00	270	1.3	43	953.8	0	19.5
06/10/2022 14:00:00	310	1.8	35	953.7	0	20.3
06/10/2022 15:00:00	317	1.6	42	953.8	0	21
06/10/2022 16:00:00	321	1.8	46	954.1	0	19.2
06/10/2022 17:00:00	311	1	57	954.3	0	17.5
06/10/2022 18:00:00	128	1.4	66	954.9	0	14.6
06/10/2022 19:00:00	122	1.7	66	955.1	0	12.6
06/10/2022 20:00:00	115	2.8	63	955.2	0	12
06/10/2022 21:00:00	107	2.3	64	955.7	0	11.2
06/10/2022 22:00:00	111	2.5	70	955.7	0	9.8
06/10/2022 23:00:00	112	2.7	69	955.8	0	9.7
07/10/2022 00:00:00	120	2.6	73	955.5	0	9
07/10/2022 01:00:00	122	2.1	75	955.5	0	8.6
07/10/2022 02:00:00	113	1.7	78	955	0	8.1
07/10/2022 03:00:00	116	2.4	77	954.6	0	8.5
07/10/2022 04:00:00	126	1.9	78	954.5	0	8.3
07/10/2022 05:00:00	108	1.5	83	954.4	0	7.6
07/10/2022 06:00:00	116	1.8	84	954.3	0	7.1
07/10/2022 07:00:00	113	1.5	83	954.2	0	7.8
07/10/2022 08:00:00	124	1.3	79	954.1	0	8.7
07/10/2022 09:00:00	166	0.7	64	954	0	12.9
07/10/2022 10:00:00	258	1.2	61	953.4	0	14.5
07/10/2022 11:00:00	272	1.4	54	952.7	0	17.6
07/10/2022 12:00:00	294	1.6	51	951.9	0	18.4
07/10/2022 13:00:00	243	1.4	43	951.1	0	20.8
07/10/2022 14:00:00	306	1.3	41	950.3	0	20.9
07/10/2022 15:00:00	289	1.2	37	949.8	0	22.7
07/10/2022 16:00:00	304	1.5	46	949.4	0	20.6
07/10/2022 17:00:00	321	1.4	53	949.2	0	18.1
07/10/2022 18:00:00	133	1.4	67	949.5	0	15.1
07/10/2022 19:00:00	116	1.1	70	949.6	0	13.6
07/10/2022 20:00:00	98	1.4	70	949.5	0	12.7
07/10/2022 21:00:00	108	3.1	72	949.3	0	11.7
07/10/2022 22:00:00	110	3.8	73	949.2	0	11.1
07/10/2022 23:00:00	113	3.1	76	949.1	0	10.2
08/10/2022 00:00:00	112	3.5	80	948.6	0	9.2
08/10/2022 01:00:00	107	5.2	77	948.2	0	9.2
08/10/2022 02:00:00	104	4.5	78	947.8	0	8.5
08/10/2022 03:00:00	112	2.9	81	947.5	0	7.5
08/10/2022 04:00:00	115	2.8	82	947.8	0	7.1
08/10/2022 05:00:00						
08/10/2022 06:00:00	115	3.8	83	947.6	0	6.2
08/10/2022 07:00:00	130	3.1	81	948	0	6.7
08/10/2022 08:00:00	122	1.8	67	947.9	0	10.5
08/10/2022 09:00:00	184	1	62	947.6	0	13.7
08/10/2022 10:00:00	234	0.9	58	947.3	0	15.4
08/10/2022 11:00:00	255	1.1	51	946.7	0	18.1
08/10/2022 12:00:00	239	1.1	46	946.1	0	20
08/10/2022 13:00:00	259	1.1	42	945.2	0	22.3
08/10/2022 14:00:00	266	1.3	44	945	0	22
08/10/2022 15:00:00	283	1	45	944.8	0	21.7
08/10/2022 16:00:00	293	0.9	51	945	0	20.1
08/10/2022 17:00:00	323	1	62	945.3	0	18.2
08/10/2022 18:00:00	108	1.3	68	945.7	0	16.5
08/10/2022 19:00:00	117	1.1	70	946.3	0	15.3
08/10/2022 20:00:00	131	0.6	73	946.8	0	14
08/10/2022 21:00:00	114	1.2	76	946.7	0	13
08/10/2022 22:00:00	108	0.8	78	947.3	0	12.6
08/10/2022 23:00:00	124	1.3	81	947.2	0	11.8
09/10/2022 00:00:00	105	1.7	82	947.3	0	11.3
09/10/2022 01:00:00	113	1.6	84	947.5	0	10.4
09/10/2022 02:00:00	115	1.7	86	947.3	0	9.8
09/10/2022 03:00:00	123	2	85	947.5	0	9.5
09/10/2022 04:00:00	121	1	87	947.7	0	8.9
09/10/2022 05:00:00	108	1.7	87	948.1	0	8.8
09/10/2022 06:00:00	127	1.1	88	948.7	0	8.2
09/10/2022 07:00:00	106	0.9	89	949.2	0	8.8
09/10/2022 08:00:00	135	0.7	80	949.7	0	11.1
09/10/2022 09:00:00	221	0.7	74	949.8	0	12.6
09/10/2022 10:00:00	225	0.7	69	949.7	0	14.7
09/10/2022 11:00:00	285	0.8	68	949.7	0	15.5
09/10/2022 12:00:00	279	0.9	66	949.3	0	16.9
09/10/2022 13:00:00	301	1.5	61	948.6	0	18.3
09/10/2022 14:00:00	303	1.7	57	948.1	0	18.6
09/10/2022 15:00:00	286	1.6	57	948	0	18.8
09/10/2022 16:00:00	271	1.3	62	947.8	0	18.1
09/10/2022 17:00:00	158	1.2	65	947.9	0	16.6
09/10/2022 18:00:00	90	2.7	68	948.4	0	15
09/10/2022 19:00:00	102	3.3	71	948.9	0	14.4
09/10/2022 20:00:00	97	2.9	74	949.3	0	13.6
09/10/2022 21:00:00	94	2.6	77	949.1	0	12.8
09/10/2022 22:00:00	99	3.3	82	949.2	0	11.8
09/10/2022 23:00:00	95	3.3	85	949.1	0	10.8
10/10/2022 00:00:00	100	2.8	87	949.1	0	10.3
10/10/2022 01:00:00	94	2.8	89	949.2	0	9.8
10/10/2022 02:00:00	109	1.9	89	948.9	0	9.6
10/10/2022 03:00:00	127	2.6	89	948.5	0	9.7
10/10/2022 04:00:00	126	2.4	88	948.5	0	9.4
10/10/2022 05:00:00	113	1.2	90	948.4	0	8.8
10/10/2022 06:00:00	129	1.1	93	948.1	0	8.5
10/10/2022 07:00:00	155	0.6	94	948.5	0	9
10/10/2022 08:00:00	235	0.8	93	948.9	0	10.1
10/10/2022 09:00:00	206	0.8	76	948.7	0	13.5
10/10/2022 10:00:00	270	1.1	78	948.6	0	13
10/10/2022 11:00:00	276	1.2	69	948	0	16.3
10/10/2022 12:00:00	260	1.3	59	947.5	0	19
10/10/2022 13:00:00	251	1.2	52	946.5	0	20.9
10/10/2022 14:00:00	255	1.4	49	946.3	0	22.4
10/10/2022 15:00:00	241	1.1	49	946.1	0	21.7
10/10/2022 16:00:00	302	0.9	56	946.1	0	20.1
10/10/2022 17:00:00	123	0.7	64	946.2	0	18.6
10/10/2022 18:00:00	127	0.8	67	946.5	0	16.2
10/10/2022 19:00:00	115	0.7	71	946.7	0	14.7
10/10/2022 20:00:00	106	1.3	73	946.9	0	13.9
10/10/2022 21:00:00	102	1.3	76	947	0	13.2
10/10/2022 22:00:00	109	0.7	79	947	0	13
10/10/2022 23:00:00	106	1	80	947	0	12.8
11/10/2022 00:00:00	109	0.8	82	946.9	0	12.5
11/10/2022 01:00:00	174	0.7	84	947.1	0	12.4
11/10/2022 02:00:00	127	1	84	946.6	0	12.3
11/10/2022 03:00:00	117	0.8	86	946.3	0	12.1
11/10/2022 04:00:00	241	0.5	87	946.2	0	12.2
11/10/2022 05:00:00	282	0.5	90	946.2	0	11.9
11/10/2022 06:00:00	257	0.2	91	946.3	0	11.9
11/10/2022 07:00:00	117	0.6	88	946.6	0	12.1
11/10/2022 08:00:00	212	0.5	86	947.1	0	12.9
11/10/2022 09:00:00	253	0.7	81	947.2	0	13.9
11/10/2022 10:00:00	261	1.1	78	947.3	0	15
11/10/2022 11:00:00	294	1.2	81	947.3	0	14.8
11/10/2022 12:00:00	306	1.2	84	947.2	0	14.4
11/10/2022 13:00:00	331	1.3	85	946.9	0	14.5
11/10/2022 14:00:00	265	0.6	82	946.8	0	14.9
11/10/2022 15:00:00	252	0.4	83	946.9	0	14.9
11/10/2022 16:00:00	221	0.9	81	946.9	0	14.9
11/10/2022 17:00:00	123	2	77	947.1	0	14.4
11/10/2022 18:00:00	348	1	78	947.8	0	14.1
11/10/2022 19:00:00	268	0.6	80	948.1	0	13.8
11/10/2022 20:00:00	128	1.3	80	948.2	0	13.7
11/10/2022 21:00:00	304	1.1	82	948.4	0	13.5
11/10/2022 22:00:00	301	0.3	85	948.5	0	12.8
11/10/2022 23:00:00	297	0.7	86	948.5	0	12.8
12/10/2022 00:00:00	287	0.7	87	948.5	0	12.7
12/10/2022 01:00:00	283	0.7	86	948.7	0	12.6
12/10/2022 02:00:00	273	0.4	87	948.6	0	12.4
12/10/2022 03:00:00	228	0.2	87	948.4	0	12.2
12/10/2022 04:00:00	315	0.5	89	948.3	0	12.1
12/10/2022 05:00:00	271	0.4	89	948.4	0	12
12/10/2022 06:00:00						
12/10/2022 07:00:00						
12/10/2022 08:00:00						
12/10/2022 09:00:00						
12/10/2022 10:00:00						
12/10/2022 11:00:00						
12/10/2022 12:00:00						
12/10/2022 13:00:00	218	1.3	62	947.9	0	17.8
12/10/2022 14:00:00	159	1.8	57	947.9	0	17.4
12/10/2022 15:00:00	113	2.3	56	947.7	0	17.4
12/10/2022 16:00:00	124	2.4	58	947.8	0	16.9
12/10/2022 17:00:00	99	1.7	63	947.8	0	16.2
12/10/2022 18:00:00	71	1.1	70	948.2	0	15.3
12/10/2022 19:00:00	94	1.8	74	948.4	0	14.2
12/10/2022 20:00:00	96	1.5	79	948.5	0	13.2
12/10/2022 21:00:00	121	1.8	82	948.8	0	12.5
12/10/2022 22:00:00	111	2.2	81	948.9	0	12.6
12/10/2022 23:00:00	89	1.2	82	949	0	12.5
13/10/2022 00:00:00	100	0.9	85	948.8	0	11.9
13/10/2022 01:00:00	123	0.8	89	948.7	0	11.3
13/10/2022 02:00:00	117	0.8	90	948.6	0	10.9
13/10/2022 03:00:00	141	0.5	91	948.4	0	10.8
13/10/2022 04:00:00	117	0.5	92	948.3	0	10.6
13/10/2022 05:00:00	134	0.3	92	948.3	0	10.4
13/10/2022 06:00:00	150	0.4	92	948.1	0	10.7
13/10/2022 07:00:00	113	0.6	90	948.2	0	11.1
13/10/2022 08:00:00	112	0.6	87	948.4	0	11.6
13/10/2022 09:00:00	94	0.4	83	948.2	0	12.5
13/10/2022 10:00:00	245	0.7	79	948	0	13.8
13/10/2022 11:00:00	255	0.8	71	947.4	0	16
13/10/2022 12:00:00	261	1.3	66	946.7	0	17.6
13/10/2022 13:00:00	241	1.3	60	945.6	0	18.7
13/10/2022 14:00:00	274	1.3	55	945.2	0	19.5
13/10/2022 15:00:00	282	1.4	56	944.9	0	19.6
13/10/2022 16:00:00	22	1.9	71	944.8	0	16.8
13/10/2022 17:00:00	105	3.1	83	944.9	0.4	14.3
13/10/2022 18:00:00	99	2.5	87	944.9	0	13.6
13/10/2022 19:00:00	103	2.6	88	945.1	0	13
13/10/2022 20:00:00	96	1.7	89	944.9	0	13.1
13/10/2022 21:00:00	95	2	88	945	0	12.8
13/10/2022 22:00:00	100	2	87	944.9	0	12.5
13/10/2022 23:00:00	110	1.3	89	944.6	0	11.4
14/10/2022 00:00:00	116	2	89	944.5	0	10.7
14/10/2022 01:00:00	115	1.9	90	944.4	0	9.7
14/10/2022 02:00:00	118	1.9	90	944.3	0	9.2
14/10/2022 03:00:00	104	2.3	93	944	0	8.5
14/10/2022 04:00:00	112	2.5	93	943.7	0	8.1
14/10/2022 05:00:00	117	3	93	943.5	0	8
14/10/2022 06:00:00	111	3.3	95	943.3	0	7.6
14/10/2022 07:00:00	94	3.4	95	943.2	0	8.4
14/10/2022 08:00:00	102	2.6	90	943.5	0	9.1
14/10/2022 09:00:00	123	1.5	83	943.3	0	10.7
14/10/2022 10:00:00	176	0.9	76	943.2	0	12.7
14/10/2022 11:00:00	304	0.8	75	943.1	0	13.3
14/10/2022 12:00:00	306	1	69	942.5	0	15.7
14/10/2022 13:00:00	263	1.3	66	942	0	16.5
14/10/2022 14:00:00	253	1	68	941.9	0	16.1
14/10/2022 15:00:00	245	0.6	68	941.6	0	16.1
14/10/2022 16:00:00	275	0.9	62	941.5	0	17
14/10/2022 17:00:00	46	0.8	73	941.7	0	14.8
14/10/2022 18:00:00	112	1.2	76	942.5	0	12.4
14/10/2022 19:00:00	100	2	80	943.1	0	11.1
14/10/2022 20:00:00	101	2.6	84	943.3	0	10.3
14/10/2022 21:00:00	90	1.6	79	943.5	0	10.4
14/10/2022 22:00:00	118	1.4	80	943.8	0	9.8
14/10/2022 23:00:00	99	2.6	83	943.8	0	9
15/10/2022 00:00:00	120	1.3	86	943.9	0	8
15/10/2022 01:00:00	140	1.3	88	943.8	0	7.2
15/10/2022 02:00:00	103	1.9	90	943.6	0	6.6
15/10/2022 03:00:00	106	2.4	91	943.3	0	6.3
15/10/2022 04:00:00	108	3.2	90	943.4	0	6.3
15/10/2022 05:00:00	118	3.5	90	943.4	0	5.7
15/10/2022 06:00:00	116	2.5	92	943.5	0	5
15/10/2022 07:00:00	110	1.7	93	943.9	0	5.2
15/10/2022 08:00:00	132	1.4	79	944	0	8.6
15/10/2022 09:00:00	196	1	72	943.9	0	10.9
15/10/2022 10:00:00	245	1.1	66	943.7	0	12.8
15/10/2022 11:00:00	255	1.3	62	943.2	0	14.7
15/10/2022 12:00:00	257	1.2	55	942.6	0	16.8
15/10/2022 13:00:00	253	1.1	50	942.4	0	18.8
15/10/2022 14:00:00	241	0.9	40	941.8	0	21.1
15/10/2022 15:00:00	276	1.5	43	942.1	0	20.2
15/10/2022 16:00:00	303	1.4	42	942.3	0	19.8
15/10/2022 17:00:00	106	1.2	50	942.8	0	15.8
15/10/2022 18:00:00	122	1.6	63	943.6	0	12.8
15/10/2022 19:00:00	124	1.6	67	944.3	0	11.6
15/10/2022 20:00:00	103	2.7	69	944.8	0	11.2
15/10/2022 21:00:00	110	2.6	74	945.7	0	10
15/10/2022 22:00:00	109	2.8	78	946.3	0	9.3
15/10/2022 23:00:00	116	2.5	79	946.7	0	8.7
16/10/2022 00:00:00	107	3.4	78	947.2	0	8.5
16/10/2022 01:00:00	121	2.8	82	947.5	0	7.7
16/10/2022 02:00:00	117	3.1	83	947.7	0	7.4
16/10/2022 03:00:00	115	3	84	947.9	0	6.8
16/10/2022 04:00:00	120	3.9	83	948.4	0	6.6
16/10/2022 05:00:00	119	3	85	948.4	0	6.3
16/10/2022 06:00:00	116	3.1	86	948.5	0	6.1
16/10/2022 07:00:00	124	2.8	84	949.2	0	6.5
16/10/2022 08:00:00	116	1.2	72	949.7	0	9.5
16/10/2022 09:00:00	150	1	60	949.8	0	13.5
16/10/2022 10:00:00	249	1	55	949.9	0	15.4
16/10/2022 11:00:00	251	1	49	949.7	0	17.7
16/10/2022 12:00:00	267	1.3	46	949.3	0	19.4
16/10/2022 13:00:00	262	1.2	44	948.9	0	20.5
16/10/2022 14:00:00	259	1.2	40	948.6	0	22.7
16/10/2022 15:00:00	254	1.3	41	948.8	0	22
16/10/2022 16:00:00	290	1.4	40	949	0	22.2
16/10/2022 17:00:00	151	0.9	56	949.6	0	17.8
16/10/2022 18:00:00	126	1.6	68	950.5	0	15.1
16/10/2022 19:00:00	100	1.8	66	951.3	0	14.8
